Time,Read
569,4095
569,4095
570,4095
571,1955
572,4095
573,4095
574,4095
575,4095
575,4095
576,4095
577,4095
578,2215
579,4095
580,4095
581,4095
582,4095
582,4095
583,4095
584,4095
585,1057
586,4095
587,4095
588,4095
588,4095
589,4095
590,4095
591,1971
592,4095
593,4095
594,4095
595,4095
595,4095
596,4095
597,4095
598,2205
599,4095
600,4095
601,4095
602,4095
602,4095
603,4095
604,4095
605,1033
606,4095
607,4095
608,4095
608,4095
609,4095
610,4095
611,1974
612,4095
613,4095
614,4095
615,4095
615,4095
616,4095
617,4095
618,2189
619,4095
620,4095
621,4095
621,4095
622,4095
623,4095
624,4095
625,1006
626,4095
627,4095
628,4095
628,4095
629,4095
630,4095
631,1993
632,3659
633,4095
634,4095
634,4095
635,4095
636,4095
637,4095
638,2179
639,4095
640,4095
641,4095
641,4095
642,4095
643,4095
644,4095
645,988
646,4095
647,4095
647,4095
648,4095
649,4095
650,4095
651,2069
652,4095
653,4095
653,4095
654,4095
655,4095
656,4095
657,1835
658,2461
659,4095
660,4095
660,4095
661,4095
662,4095
663,4095
664,704
665,4095
666,4095
666,4095
667,4095
668,4095
669,4095
670,2253
671,4095
672,4095
673,4095
673,4095
674,4095
675,4095
676,4095
677,1891
678,4095
679,4095
679,4095
680,4095
681,4095
682,4095
683,965
684,4095
685,4095
685,4095
686,4095
687,4095
688,4095
689,2311
690,2352
691,4095
692,4095
692,4095
693,4095
694,4095
695,4095
696,1356
697,4095
698,4095
698,4095
699,4095
700,4095
701,4095
702,4095
703,1088
704,4095
705,4095
705,4095
706,4095
707,4095
708,4095
709,2308
710,2323
711,4095
711,4095
712,4095
713,4095
714,4095
715,4095
716,1353
717,4095
718,4095
718,4095
719,4095
720,4095
721,4095
722,1615
723,1104
724,4095
725,4095
725,4095
726,4095
727,4095
728,4095
729,2305
730,2320
731,4095
731,4095
732,4095
733,4095
734,4095
735,4095
736,1336
737,2479
738,4095
738,4095
739,4095
740,4095
741,4095
742,1629
743,1118
744,4095
744,4095
745,4095
746,4095
747,4095
748,4095
749,2294
750,2309
751,4095
751,4095
752,4095
753,4095
754,4095
755,4095
756,1314
757,1840
757,4095
758,4095
759,4095
760,4095
761,4095
762,1644
763,1136
764,4095
764,4095
765,4095
766,4095
767,4095
768,4095
769,2289
770,2303
771,4095
771,4095
772,4095
773,4095
774,4095
775,4095
776,1302
777,1757
777,4095
778,4095
779,4095
780,4095
781,4095
782,1658
783,1153
784,4095
784,4095
785,4095
786,4095
787,4095
788,4095
789,2287
790,2299
790,4095
791,4095
792,4095
793,4095
794,4095
795,4095
796,1290
797,1722
797,4095
798,4095
799,4095
800,4095
801,4095
802,1711
803,1175
803,1250
804,4095
805,4095
806,4095
807,4095
808,4095
809,2289
810,2297
810,4095
811,4095
812,4095
813,4095
814,4095
815,4095
816,1266
817,1689
817,4095
818,4095
819,4095
820,4095
821,4095
822,1694
823,1190
823,786
824,4095
825,4095
826,4095
827,4095
828,2094
829,2271
829,2378
830,4095
831,4095
832,4095
833,4095
834,4095
835,866
835,1262
836,4095
837,4095
838,4095
839,4095
840,4095
841,2093
842,1800
842,4095
843,4095
844,4095
845,4095
846,4095
847,4095
848,2037
848,2285
849,4095
850,4095
851,4095
852,4095
853,4095
854,688
854,828
855,4095
856,4095
857,4095
858,4095
859,4095
860,2290
860,2165
861,4095
862,4095
863,4095
864,4095
865,4095
866,1264
867,1648
867,2023
868,4095
869,4095
870,4095
871,4095
872,4095
873,1165
873,672
874,4095
875,4095
876,4095
877,4095
878,4095
879,2291
879,2303
880,2262
881,4095
882,4095
883,4095
884,4095
885,4095
886,1212
886,1607
887,4095
888,4095
889,4095
890,4095
891,4095
892,1711
892,1237
893,720
894,4095
895,4095
896,4095
897,4095
898,2062
898,2271
899,2330
900,4095
901,4095
902,4095
903,4095
904,4095
905,821
905,1145
906,4095
907,4095
908,4095
909,4095
910,4095
911,2100
911,1821
912,1414
913,4095
914,4095
915,4095
916,4095
917,4095
917,2023
918,2259
919,2471
920,4095
921,4095
922,4095
923,4095
924,680
924,777
925,4095
926,4095
927,4095
928,4095
929,4095
929,2287
930,2153
931,1990
932,4095
933,4095
934,4095
935,4095
936,1224
936,1605
937,1965
938,4095
939,4095
940,4095
941,4095
942,4095
942,1252
943,688
944,4095
945,4095
946,4095
947,4095
948,4095
948,2263
949,2293
950,2199
951,4095
952,4095
953,4095
954,4095
955,4095
955,1177
956,1572
957,1962
958,4095
959,4095
960,4095
961,4095
961,1788
962,1334
963,753
964,4095
965,4095
966,4095
967,4095
967,2011
968,2237
969,2307
970,2307
971,4095
972,4095
973,4095
974,4095
974,800
975,1137
976,1563
977,4095
978,4095
979,4095
980,4095
980,2131
981,1873
982,1466
983,4095
984,4095
985,4095
986,4095
986,4095
987,1969
988,2221
989,2323
990,4095
991,4095
992,4095
993,4095
993,658
994,752
995,2902
996,4095
997,4095
998,4095
998,4095
999,2302
1000,2192
1001,1919
1002,1481
1003,857
1004,4095
1005,4095
1006,4095
1007,4095
1008,4095
1009,4095
1010,4095
1011,4095
1012,4095
1013,4095
1013,4095
1014,809
1015,1136
1016,1557
1017,1937
1018,2222
1019,2321
1020,2211
1021,1979
1022,1577
1023,1008
1024,4095
1025,4095
1026,4095
1027,4095
1028,4095
1029,4095
1030,4095
1031,4095
1032,4095
1032,4095
1033,4095
1034,802
1035,1118
1036,1532
1037,1929
1038,2213
1039,2293
1040,2224
1041,1985
1042,1584
1043,986
1044,4095
1045,4095
1046,4095
1047,4095
1048,4095
1049,4095
1050,4095
1050,4095
1051,4095
1052,1287
1053,681
1054,746
1055,1040
1056,1450
1057,1859
1058,2189
1059,2357
1060,2367
1061,4095
1062,4095
1063,4095
1064,4095
1065,4095
1066,4095
1067,4095
1067,4095
1068,4095
1069,4095
1070,2138
1071,1846
1072,1361
1073,730
1074,720
1075,985
1076,1426
1077,4095
1078,4095
1079,4095
1080,4095
1081,4095
1082,4095
1082,4095
1083,4095
1084,4095
1085,4095
1086,1577
1087,1945
1088,2227
1089,2303
1090,2179
1091,1919
1092,1479
1093,849
1094,698
1095,1402
1096,4095
1097,4095
1098,4095
1099,4095
1100,4095
1100,4095
1101,4095
1102,4095
1103,4095
1104,764
1105,1064
1106,1477
1107,1872
1108,2175
1109,2300
1110,2229
1111,1994
1112,1611
1113,1004
1114,704
1115,4095
1116,4095
1117,4095
1117,4095
1118,4095
1119,4095
1120,4095
1121,4095
1122,1376
1123,738
1124,722
1125,976
1126,1360
1127,1776
1128,2128
1129,2363
1130,4095
1131,4095
1132,4095
1132,4095
1133,4095
1134,4095
1135,4095
1136,4095
1137,4095
1138,2239
1139,2315
1140,2197
1141,1935
1142,1497
1143,864
1144,692
1145,905
1146,1643
1147,4095
1148,4095
1148,4095
1149,4095
1150,4095
1151,4095
1152,4095
1153,4095
1154,747
1155,1040
1156,1456
1157,1855
1158,2174
1159,2319
1160,2247
1161,2032
1162,1655
1163,1078
1164,696
1165,4095
1165,4095
1166,4095
1167,4095
1168,4095
1169,4095
1170,4095
1171,4095
1172,1408
1173,770
1174,706
1175,960
1176,1329
1177,1744
1178,2103
1179,2323
1180,2352
1180,4095
1181,4095
1182,4095
1183,4095
1184,4095
1185,4095
1186,4095
1187,4095
1188,2205
1189,2303
1190,2201
1191,1939
1192,1522
1193,896
1194,676
1195,872
1196,1296
1196,2324
1197,4095
1198,4095
1199,4095
1200,4095
1201,4095
1202,4095
1203,4095
1204,732
1205,1004
1206,1411
1207,1817
1208,2137
1209,2306
1210,2243
1211,2045
1212,1680
1213,1104
1214,704
1214,949
1215,4095
1216,4095
1217,4095
1218,4095
1219,4095
1220,2205
1221,1949
1222,1514
1223,884
1224,685
1225,896
1226,1250
1226,1678
1227,2061
1228,2337
1229,4095
1230,4095
1231,4095
1232,4095
1233,4095
1234,4095
1235,4095
1236,1474
1237,1875
1238,2182
1239,2315
1240,2231
1241,2015
1242,1629
1243,1031
1244,675
1245,848
1245,1216
1246,1673
1247,4095
1248,4095
1249,4095
1250,4095
1251,4095
1252,4095
1253,4095
1254,716
1255,974
1256,1345
1257,1766
1258,2102
1259,2281
1260,2275
1261,2096
1261,1775
1262,1248
1263,682
1264,4095
1265,4095
1266,4095
1267,4095
1268,4095
1269,4095
1270,2203
1271,1967
1272,1535
1273,912
1274,673
1275,870
1275,1205
1276,1650
1277,2023
1278,2299
1279,2438
1280,4095
1281,4095
1282,4095
1283,4095
1284,4095
1285,4095
1286,1428
1287,1835
1288,2148
1289,2301
1290,2241
1291,2027
1292,1650
1293,1066
1294,684
1294,826
1295,1179
1296,1626
1297,2070
1298,4095
1299,4095
1300,4095
1301,4095
1302,4095
1303,767
1304,690
1305,902
1306,1262
1307,1680
1307,2036
1308,2271
1309,2287
1310,2135
1311,1841
1312,1358
1313,769
1314,4095
1315,4095
1316,4095
1317,1855
1318,2175
1319,2315
1320,2241
1321,2028
1322,1644
1323,1060
1324,684
1324,836
1325,1173
1326,1600
1327,1971
1328,2262
1329,2365
1330,4095
1331,4095
1332,4095
1333,4095
1334,4095
1335,999
1336,1369
1337,1778
1338,2113
1339,2303
1340,2275
1341,2085
1342,1747
1342,1200
1343,662
1344,780
1345,1137
1346,2242
1347,4095
1348,4095
1349,4095
1350,4095
1351,1983
1352,1570
1353,947
1354,672
1355,850
1355,1200
1356,1633
1357,1995
1358,2259
1359,2323
1360,2194
1361,1959
1362,1744
1363,4095
1364,4095
1365,4095
1366,4095
1367,1823
1368,2140
1369,2299
1370,2245
1371,2043
1372,1675
1373,1102
1374,688
1374,819
1375,1161
1376,1579
1377,1968
1378,2255
1379,2355
1380,2347
1381,4095
1382,4095
1383,4095
1384,4095
1385,952
1386,1328
1387,1739
1388,2082
1389,2279
1390,2285
1390,2103
1391,1770
1392,1245
1393,656
1394,802
1395,1104
1396,1613
1397,4095
1398,4095
1399,4095
1400,4095
1401,2013
1402,1616
1403,1028
1404,677
1405,850
1405,1204
1406,1616
1407,1982
1408,2238
1409,2290
1410,2129
1411,1899
1412,1440
1413,819
1414,4095
1415,4095
1416,4095
1417,1801
1418,2128
1419,2307
1420,2267
1421,2074
1422,1719
1423,1168
1423,681
1424,785
1425,1106
1426,1525
1427,1921
1428,2213
1429,2338
1430,2295
1431,4095
1432,4095
1433,4095
1434,4095
1435,932
1436,1296
1437,1721
1438,2075
1438,2285
1439,2290
1440,2128
1441,1817
1442,1309
1443,688
1444,737
1445,1060
1446,1524
1447,4095
1448,4095
1449,4095
1450,4095
1451,2019
1452,1648
1453,1065
1454,686
1454,834
1455,1169
1456,1595
1457,1968
1458,2243
1459,2314
1460,2195
1461,1933
1462,1501
1463,881
1464,4095
1465,4095
1466,4095
1467,1758
1468,2091
1469,2284
1470,2265
1471,2081
1471,1744
1472,1202
1473,656
1474,784
1475,1088
1476,1503
1477,1899
1478,2217
1479,2355
1480,2320
1481,4095
1482,4095
1483,4095
1484,4095
1485,896
1486,1254
1486,1665
1487,2023
1488,2259
1489,2283
1490,2129
1491,1837
1492,1344
1493,710
1494,722
1495,1036
1496,1506
1497,4095
1498,4095
1499,4095
1500,4095
1501,2062
1502,1705
1503,1136
1503,700
1504,816
1505,1125
1506,1535
1507,1929
1508,2209
1509,2315
1510,2199
1511,1941
1512,1520
1513,917
1514,4095
1515,4095
1516,4095
1517,1735
1518,2085
1519,2288
1519,2288
1520,2127
1521,1789
1522,1282
1523,682
1524,752
1525,1053
1526,1458
1527,1859
1528,2187
1529,2343
1530,2359
1531,4095
1532,4095
1533,4095
1534,4095
1535,874
1535,1223
1536,1649
1537,2013
1538,2259
1539,2311
1540,2163
1541,1872
1542,1407
1543,772
1544,713
1545,1005
1546,1569
1547,4095
1548,4095
1549,4095
1550,4095
1551,2075
1551,1719
1552,1169
1553,676
1554,785
1555,1097
1556,1522
1557,1918
1558,2214
1559,2321
1560,2225
1561,2003
1562,1600
1563,1008
1564,1152
1565,4095
1566,4095
1567,4095
1568,4095
1569,2285
1569,2277
1570,2103
1571,1777
1572,1256
1573,661
1574,756
1575,1056
1576,1467
1577,1869
1578,2190
1579,2331
1580,2263
1581,2062
1582,3392
1583,4095
1584,4095
1585,4095
1586,4095
1586,1680
1587,2021
1588,2268
1589,2291
1590,2132
1591,1823
1592,1331
1593,704
1594,725
1595,1000
1596,1438
1597,1837
1598,2175
1599,2379
1600,4095
1601,4095
1602,4095
1603,4095
1603,4095
1604,1295
1605,1206
1606,1665
1607,1995
1608,2243
1609,2293
1610,2159
1611,1873
1612,1408
1613,764
1614,709
1615,962
1616,4095
1617,4095
1618,4095
1619,4095
1619,2287
1620,2118
1621,1790
1622,1267
1623,672
1624,752
1625,1043
1626,1458
1627,1857
1628,2166
1629,2306
1630,2235
1631,2023
1632,1651
1633,1152
1634,4095
1635,4095
1636,4095
1636,4095
1637,2111
1638,2287
1639,2295
1640,2139
1641,1843
1642,1342
1643,709
1644,724
1645,999
1646,1376
1647,1805
1648,2164
1649,2661
1650,4095
1651,4095
1651,4095
1652,4095
1653,672
1654,792
1655,1104
1656,1534
1657,1923
1658,2215
1659,2317
1660,2223
1661,1970
1662,1564
1663,944
1664,732
1665,4095
1665,4095
1666,4095
1667,2018
1668,2249
1669,2288
1670,2135
1671,1842
1672,1355
1673,720
1674,721
1675,989
1676,1376
1677,1808
1678,2191
1679,4095
1680,4095
1680,4095
1681,4095
1682,4095
1683,656
1684,772
1685,1072
1686,1498
1687,1891
1688,2191
1689,2297
1690,2211
1691,1981
1692,1584
1693,953
1694,787
1694,4095
1695,4095
1696,4095
1697,2015
1698,2267
1699,2307
1700,2163
1701,1870
1702,1398
1703,768
1704,716
1705,1623
1706,1371
1707,1793
1708,2128
1709,2343
1710,2611
1711,4095
1711,4095
1712,4095
1713,4095
1714,4095
1715,1181
1716,1603
1717,1973
1718,2242
1719,2311
1720,2181
1721,1917
1722,1466
1723,832
1724,700
1725,930
1726,4095
1726,4095
1727,4095
1728,4095
1729,4095
1730,4095
1731,1808
1732,1305
1733,688
1734,742
1735,1029
1736,1432
1737,1840
1738,2158
1739,2318
1740,2256
1741,2064
1742,1712
1743,1200
1744,4095
1744,4095
1745,4095
1746,4095
1747,4095
1748,4095
1749,2288
1750,2149
1751,1859
1752,1383
1753,749
1754,717
1755,976
1756,1358
1757,1777
1758,2158
1759,2672
1759,4095
1760,4095
1761,4095
1762,4095
1763,4095
1764,4095
1765,1138
1766,1555
1767,1935
1768,2221
1769,2303
1770,2187
1771,1933
1772,1495
1773,868
1774,688
1775,925
1775,4095
1776,4095
1777,4095
1778,4095
1779,4095
1780,4095
1781,1851
1782,1373
1783,738
1784,720
1785,976
1786,1350
1787,1775
1788,2113
1789,2331
1790,2371
1790,4095
1791,4095
1792,4095
1793,4095
1794,4095
1795,4095
1796,4095
1797,2009
1798,2242
1799,2313
1800,2187
1801,1929
1802,1489
1803,870
1804,688
1805,913
1805,1863
1806,4095
1807,4095
1808,4095
1809,4095
1810,4095
1811,4095
1812,4095
1813,700
1814,706
1815,999
1816,1385
1817,1797
1818,2105
1819,2315
1820,2306
1821,2132
1821,4095
1822,4095
1823,4095
1824,4095
1825,4095
1826,4095
1827,4095
1828,4095
1829,2301
1830,2175
1831,1904
1832,1456
1833,813
1834,696
1835,920
1836,1330
1836,1875
1837,4095
1838,4095
1839,4095
1840,4095
1841,4095
1842,4095
1843,4095
1844,4095
1845,1083
1846,1501
1847,1893
1848,2191
1849,2303
1850,2221
1851,1983
1852,1569
1853,950
1854,684
1854,4095
1855,4095
1856,4095
1857,4095
1858,4095
1859,4095
1860,4095
1861,4095
1862,4095
1863,762
1864,712
1865,965
1866,1346
1867,1754
1868,2099
1869,2325
1869,2368
1870,4095
1871,4095
1872,4095
1873,4095
1874,4095
1875,4095
1876,4095
1877,4095
1878,4095
1879,2317
1880,2194
1881,1947
1882,1512
1883,888
1884,683
1885,902
1885,2122
1886,4095
1887,4095
1888,4095
1889,4095
1890,4095
1891,4095
1892,4095
1893,4095
1894,4095
1895,1067
1896,1475
1897,1874
1898,2182
1899,2314
1900,2231
1901,2017
1902,1627
1903,1022
1904,680
1904,946
1905,4095
1906,4095
1907,4095
1908,4095
1909,4095
1910,4095
1911,4095
1912,1424
1913,789
1914,708
1915,944
1916,1318
1917,1744
1917,2127
1918,2742
1919,4095
1920,4095
1921,4095
1922,4095
1923,4095
1924,4095
1925,4095
1926,4095
1927,4095
1928,2195
1929,2303
1930,2206
1931,1959
1932,1535
1933,916
1934,679
1934,896
1935,4095
1936,4095
1937,4095
1938,4095
1939,4095
1940,4095
1941,4095
1942,4095
1943,4095
1944,720
1945,965
1946,1360
1947,1770
1948,2107
1949,2299
1949,2277
1950,2117
1951,1978
1952,4095
1953,4095
1954,4095
1955,4095
1956,4095
1957,4095
1958,4095
1959,4095
1960,4095
1961,4095
1962,1488
1963,851
1964,688
1965,910
1965,1295
1966,1755
1967,4095
1968,4095
1969,4095
1970,4095
1971,4095
1972,4095
1973,4095
1974,4095
1975,4095
1976,4095
1977,4095
1978,2197
1979,2319
1980,2225
1981,1999
1982,1603
1983,998
1984,688
1984,1066
1985,4095
1986,4095
1987,4095
1988,4095
1989,4095
1990,4095
1991,4095
1992,4095
1993,4095
1994,4095
1995,4095
1996,1453
1997,1849
1998,2160
1999,2307
2000,2251
2001,2035
2002,1665
2003,1088
2003,700
2004,4095
2005,4095
2006,4095
2007,4095
2008,4095
2009,4095
2010,4095
2011,4095
2012,4095
2013,4095
2014,4095
2015,4095
2016,1434
2017,1840
2018,2149
2019,2315
2020,2255
2021,2045
2022,1680
2022,1114
2023,716
2024,4095
2025,4095
2026,4095
2027,4095
2028,4095
2029,4095
2030,4095
2031,4095
2032,4095
2033,4095
2034,4095
2035,4095
2036,1424
2037,1823
2038,2147
2039,2310
2040,2259
2041,2059
2042,1694
2042,1144
2043,729
2044,4095
2045,4095
2046,4095
2047,4095
2048,4095
2049,4095
2050,4095
2051,4095
2052,4095
2053,4095
2054,4095
2055,4095
2056,1400
2057,1815
2058,2140
2059,2303
2060,2261
2061,2066
2061,1717
2062,1178
2063,742
2064,4095
2065,4095
2066,4095
2067,4095
2068,4095
2069,4095
2070,4095
2071,4095
2072,4095
2073,4095
2074,4095
2075,4095
2076,1390
2077,1807
2078,2115
2079,2310
2080,2269
2080,2083
2081,1734
2082,1213
2083,784
2084,4095
2085,4095
2086,4095
2087,4095
2088,4095
2089,4095
2090,4095
2091,4095
2092,4095
2093,4095
2094,4095
2095,4095
2096,1381
2097,1787
2098,2119
2099,2308
2099,2278
2100,2095
2101,1760
2102,1262
2103,4095
2104,4095
2105,4095
2106,4095
2107,4095
2108,4095
2109,4095
2110,4095
2111,4095
2112,4095
2113,4095
2114,4095
2115,4095
2116,4095
2117,4095
2118,2133
2119,2341
2120,2267
2120,2071
2121,1717
2122,1168
2123,730
2124,4095
2125,4095
2126,4095
2127,4095
2128,4095
2129,4095
2130,4095
2131,4095
2132,4095
2133,4095
2134,4095
2135,4095
2136,4095
2137,4095
2138,2131
2139,2303
2140,2239
2140,2082
2141,1736
2142,1200
2143,745
2144,4095
2145,4095
2146,4095
2147,4095
2148,4095
2149,4095
2150,4095
2151,4095
2152,4095
2153,4095
2154,4095
2155,4095
2156,4095
2157,4095
2158,2127
2159,2307
2159,2274
2160,2093
2161,1759
2162,1233
2163,832
2164,4095
2165,4095
2166,4095
2167,4095
2168,4095
2169,4095
2170,4095
2171,4095
2172,4095
2173,4095
2174,4095
2175,4095
2176,4095
2177,4095
2178,2114
2178,2298
2179,2279
2180,2111
2181,1778
2182,1285
2183,4095
2184,4095
2185,4095
2186,4095
2187,4095
2188,4095
2189,4095
2190,4095
2191,4095
2192,4095
2193,4095
2194,4095
2195,4095
2196,4095
2197,4095
2198,4095
2199,2559
2199,2271
2200,2083
2201,1739
2202,1200
2203,717
2204,4095
2205,4095
2206,4095
2207,4095
2208,4095
2209,4095
2210,4095
2211,4095
2212,4095
2213,4095
2214,4095
2215,4095
2216,4095
2217,4095
2218,4095
2218,4095
2219,2275
2220,2095
2221,1751
2222,1232
2223,744
2224,4095
2225,4095
2226,4095
2227,4095
2228,4095
2229,4095
2230,4095
2231,4095
2232,4095
2233,4095
2234,4095
2235,4095
2236,4095
2237,4095
2238,4095
2238,2302
2239,2279
2240,2102
2241,1776
2242,1264
2243,778
2244,4095
2245,4095
2246,4095
2247,4095
2248,4095
2249,4095
2250,4095
2251,4095
2252,4095
2253,4095
2254,4095
2255,4095
2256,4095
2257,4095
2257,4095
2258,2303
2259,2288
2260,2109
2261,1791
2262,1314
2263,2037
2264,4095
2265,4095
2266,4095
2267,4095
2268,4095
2269,4095
2270,4095
2271,4095
2272,4095
2273,4095
2274,4095
2275,4095
2276,4095
2277,4095
2278,4095
2278,4095
2279,4095
2280,2089
2281,1751
2282,1224
2283,704
2284,4095
2285,4095
2286,4095
2287,4095
2288,4095
2289,4095
2290,4095
2291,4095
2292,4095
2293,4095
2294,4095
2295,4095
2296,4095
2297,4095
2297,4095
2298,4095
2299,4095
2300,2096
2301,1773
2302,1249
2303,709
2304,4095
2305,4095
2306,4095
2307,4095
2308,4095
2309,4095
2310,4095
2311,4095
2312,4095
2313,4095
2314,4095
2315,4095
2316,4095
2317,4095
2317,4095
2318,4095
2319,4095
2320,2113
2321,1787
2322,1276
2323,729
2324,4095
2325,4095
2326,4095
2327,4095
2328,4095
2329,4095
2330,4095
2331,4095
2332,4095
2333,4095
2334,4095
2335,4095
2336,4095
2336,4095
2337,4095
2338,4095
2339,4095
2340,2115
2341,1804
2342,1300
2343,764
2344,4095
2345,4095
2346,4095
2347,4095
2348,4095
2349,4095
2350,4095
2351,4095
2352,4095
2353,4095
2354,4095
2355,4095
2355,4095
2356,4095
2357,4095
2358,4095
2359,4095
2360,2119
2361,1819
2362,1334
2363,891
2364,4095
2365,4095
2366,4095
2367,4095
2368,4095
2369,4095
2370,4095
2371,4095
2372,4095
2373,4095
2374,4095
2374,4095
2375,4095
2376,4095
2377,4095
2378,4095
2379,4095
2380,2139
2381,1839
2382,1359
2383,2076
2384,4095
2385,4095
2386,4095
2387,4095
2388,4095
2389,4095
2390,4095
2391,4095
2392,4095
2393,4095
2394,4095
2395,4095
2395,4095
2396,4095
2397,4095
2398,4095
2399,4095
2400,4095
2401,4095
2402,1296
2403,704
2404,4095
2405,4095
2406,4095
2407,4095
2408,4095
2409,4095
2410,4095
2411,4095
2412,4095
2413,4095
2414,4095
2415,4095
2415,4095
2416,4095
2417,4095
2418,4095
2419,4095
2420,4095
2421,4095
2422,1307
2423,720
2424,4095
2425,4095
2426,4095
2427,4095
2428,4095
2429,4095
2430,4095
2431,4095
2432,4095
2433,4095
2434,4095
2434,4095
2435,4095
2436,4095
2437,4095
2438,4095
2439,4095
2440,4095
2441,4095
2442,1334
2443,742
2444,4095
2445,4095
2446,4095
2447,4095
2448,4095
2449,4095
2450,4095
2451,4095
2452,4095
2453,4095
2453,4095
2454,4095
2455,4095
2456,4095
2457,4095
2458,4095
2459,4095
2460,4095
2461,4095
2462,1350
2463,753
2464,4095
2465,4095
2466,4095
2467,4095
2468,4095
2469,4095
2470,4095
2471,4095
2472,4095
2472,4095
2473,4095
2474,4095
2475,4095
2476,4095
2477,4095
2478,4095
2479,4095
2480,4095
2481,4095
2482,1375
2483,761
2484,4095
2485,4095
2486,4095
2487,4095
2488,4095
2489,4095
2490,4095
2491,4095
2491,4095
2492,4095
2493,4095
2494,4095
2495,4095
2496,4095
2497,4095
2498,4095
2499,4095
2500,4095
2501,1863
2502,1401
2503,800
2504,4095
2505,4095
2506,4095
2507,4095
2508,4095
2509,4095
2510,4095
2511,4095
2511,4095
2512,4095
2513,4095
2514,4095
2515,4095
2516,4095
2517,4095
2518,4095
2519,4095
2520,4095
2521,1875
2522,1418
2523,820
2524,4095
2525,4095
2526,4095
2527,4095
2528,4095
2529,4095
2530,4095
2530,4095
2531,4095
2532,4095
2533,4095
2534,4095
2535,4095
2536,4095
2537,4095
2538,4095
2539,4095
2540,4095
2541,1889
2542,1439
2543,819
2544,4095
2545,4095
2546,4095
2547,4095
2548,4095
2549,4095
2549,4095
2550,4095
2551,4095
2552,4095
2553,4095
2554,4095
2555,4095
2556,4095
2557,4095
2558,4095
2559,4095
2560,4095
2561,1904
2562,1461
2563,852
2564,4095
2565,4095
2566,4095
2567,4095
2568,4095
2568,4095
2569,4095
2570,4095
2571,4095
2572,4095
2573,4095
2574,4095
2575,4095
2576,4095
2577,4095
2578,4095
2579,4095
2580,4095
2581,1910
2582,1468
2583,871
2584,4095
2585,4095
2586,4095
2587,4095
2588,4095
2588,4095
2589,4095
2590,4095
2591,4095
2592,4095
2593,4095
2594,4095
2595,4095
2596,4095
2597,4095
2598,4095
2599,4095
2600,4095
2601,1923
2602,1488
2603,882
2604,4095
2605,4095
2606,4095
2607,4095
2607,4095
2608,4095
2609,4095
2610,4095
2611,4095
2612,4095
2613,4095
2614,4095
2615,4095
2616,4095
2617,4095
2618,4095
2619,4095
2620,4095
2621,1933
2622,1502
2623,890
2624,4095
2625,4095
2626,4095
2626,4095
2627,4095
2628,4095
2629,4095
2630,4095
2631,4095
2632,4095
2633,4095
2634,4095
2635,4095
2636,4095
2637,4095
2638,4095
2639,4095
2640,4095
2641,1942
2642,1520
2643,912
2644,4095
2645,4095
2645,4095
2646,4095
2647,4095
2648,4095
2649,4095
2650,4095
2651,4095
2652,4095
2653,4095
2654,4095
2655,4095
2656,4095
2657,4095
2658,4095
2659,4095
2660,4095
2661,1954
2662,1535
2663,926
2664,4095
2665,4095
2665,4095
2666,4095
2667,4095
2668,4095
2669,4095
2670,4095
2671,4095
2672,4095
2673,4095
2674,4095
2675,4095
2676,4095
2677,4095
2678,4095
2679,4095
2680,4095
2681,1963
2682,1553
2683,942
2684,4095
2684,4095
2685,4095
2686,4095
2687,4095
2688,4095
2689,4095
2690,4095
2691,4095
2692,4095
2693,4095
2694,4095
2695,4095
2696,4095
2697,4095
2698,4095
2699,4095
2700,4095
2701,1967
2702,1573
2703,960
2703,4095
2704,4095
2705,4095
2706,4095
2707,4095
2708,4095
2709,4095
2710,4095
2711,4095
2712,4095
2713,4095
2714,4095
2715,4095
2716,4095
2717,4095
2718,4095
2719,4095
2720,4095
2721,1984
2722,1590
2723,971
2723,4095
2724,4095
2725,4095
2726,4095
2727,4095
2728,4095
2729,4095
2730,4095
2731,4095
2732,4095
2733,4095
2734,4095
2735,4095
2736,4095
2737,4095
2738,4095
2739,4095
2740,4095
2741,1986
2742,1601
2743,992
2743,4095
2744,4095
2745,4095
2746,4095
2747,4095
2748,4095
2749,4095
2750,4095
2751,4095
2752,4095
2753,4095
2754,4095
2755,4095
2756,4095
2757,4095
2758,4095
2759,4095
2760,4095
2761,2007
2762,1613
2763,1008
2763,704
2764,4095
2765,4095
2766,4095
2767,4095
2768,4095
2769,4095
2770,4095
2771,4095
2772,4095
2773,4095
2774,4095
2775,4095
2776,4095
2777,4095
2778,4095
2779,4095
2780,4095
2781,2009
2782,1622
2782,1022
2783,700
2784,4095
2785,4095
2786,4095
2787,4095
2788,4095
2789,4095
2790,4095
2791,4095
2792,4095
2793,4095
2794,4095
2795,4095
2796,4095
2797,4095
2798,4095
2799,4095
2800,2239
2801,2012
2801,1648
2802,1050
2803,697
2804,4095
2805,4095
2806,4095
2807,4095
2808,4095
2809,4095
2810,4095
2811,4095
2812,4095
2813,4095
2814,4095
2815,4095
2816,4095
2817,4095
2818,4095
2819,4095
2820,2243
2820,2025
2821,1654
2822,1095
2823,704
2824,4095
2825,4095
2826,4095
2827,4095
2828,4095
2829,4095
2830,4095
2831,4095
2832,4095
2833,4095
2834,4095
2835,4095
2836,4095
2837,4095
2838,4095
2839,4095
2840,4095
2840,2033
2841,1671
2842,1088
2843,707
2844,1385
2845,4095
2846,4095
